XML-ID,Wikidata_ID,Viaf ID,NHRP ID,Given Name,Surname,Name,Year of Birth,Year of Death,Lifespan,Country of co=itizenship,Occupation,Instance,Gender,Brief Description
peMarGr,,,,MARIE (Maria),GRÖBNER,MARIE (Maria) GRÖBNER,1855,1937,1855-1937,,,human,,østerriksk guvernante.
peMaGr,,,,MAX,GRÖBNER,MAX GRÖBNER,1861,1922,1861-1922,,,human,,østerriksk kjøpmann og hotellvert.
peGrob,,,,fru,GRÖBNER,fru GRÖBNER,,,,,,human,,Max Gröners hustru.
peToGr,,,,TONI (ANTONIA),GRÖBNER,TONI (ANTONIA) GRÖBNER,1870,1952,1870-1952,,,human,,østerriksk hotellvertinne.
peAFG,,,,[ANDREAS] FREDRIK [SCHROETER],GRØN,[ANDREAS] FREDRIK [SCHROETER] GRØN,1819,1905,1819-1905,,,human,,norsk lege.
peABG,Q270464,64196537,pf01052055030522,AGATHE [URSULA] BACKER,GRØNDAHL,AGATHE [URSULA] BACKER GRØNDAHL,1847,1907,1847-1907,Norway,composer,human,female,norsk pianistinne og komponist.
peOAG,Q6548567,6476148997652259870002,pf01036392087368,OLAUS [ANDREAS],GRØNDAHL,OLAUS [ANDREAS] GRØNDAHL,1847,1923,1847-1923,Norway,composer,human,male,norsk sanginstruktør.
peAGro,Q15401554,224619613,pf01036372005826,[HANS] AIMAR [MOW],GRØNVOLD,[HANS] AIMAR [MOW] GRØNVOLD,1846,1926,1846-1926,Norway,music critic,human,male,norsk embetsmann og musikkhistoriker.
peAugG,,,,AUGUSTA,GRØNVOLD,AUGUSTA GRØNVOLD,1848,,1848-,,,human,,norsk musikklærerinne.
peBG,Q5774738,96075912,pf01052295024670,BERNT [BORCHGREVINK],GRØNVOLD,BERNT [BORCHGREVINK] GRØNVOLD,1859,1923,1859-1923,Norway,painter,human,male,"norsk maler, tegner og kunstsamler."
peDG,Q5274240,49129941,pf01036398001273,DIDRIK [HEGERMANN],GRØNVOLD,DIDRIK [HEGERMANN] GRØNVOLD,1855,1928,1855-1928,Norway,novelist,human,male,"norsk skolemann, forfatter og museumsmann."
peHGr,,,,HEDWIG,GRØNVOLD,HEDWIG GRØNVOLD,,,,,,human,,tysk malerhustru.
peMG,Q5774795,96659930,pl00000000006621,MARCUS [FREDRIK STEEN],GRØNVOLD,MARCUS [FREDRIK STEEN] GRØNVOLD,1845,1929,1845-1929,Norway,painter,human,male,norsk maler og tegner.
peHHermann,Q84492743,,,«MINKA» (Hermine),GRØNVOLD,«MINKA» (Hermine) GRØNVOLD,1862,1931,1862-1931,Austria,painter,human,female,tysk malerinne.
peHaGu,Q701669,74615628,pv00000000426351,HANS [FREDRIK],GUDE,HANS [FREDRIK] GUDE,1825,1903,1825-1903,Norway,painter,human,male,norsk maler og akademiprofessor.
peNGu,Q4567201,5537147727703664710008,pf01053257029011,NILS,GUDE,NILS GUDE,1859,1908,1859-1908,Norway,painter,human,male,norsk maler.
peCGu,Q712979,12463108,pf01037045064070,CATO [MAXIMILIAN],GULDBERG,CATO [MAXIMILIAN] GULDBERG,1836,1902,1836-1902,Norway,physicist,human,male,norsk matematiker og fysiker.
peGAG,Q3373754,74616063,pf01052721046952,GUSTAV [ADOLF],GULDBERG,GUSTAV [ADOLF] GULDBERG,1854,1908,1854-1908,Norway,professor,human,male,norsk anatom.
peBGu,,,,BIRGITTE [CORNELIA],GULDBRANDSEN,BIRGITTE [CORNELIA] GULDBRANDSEN,1839,1927,1839-1927,,,human,,norsk skuespillerinne og sangerinne.
peJCGun,,,,JENS CHR.,GUNDERSEN,JENS CHR. GUNDERSEN,1820,1893,1820-1893,,,human,,norsk boktrykker (NBO PA).
peLG,Q1779050,226125698,pf01053257041348,LAURA [SOFIE COUCHERON],GUNDERSEN,LAURA [SOFIE COUCHERON] GUNDERSEN,1832,1898,1832-1898,Norway,actor,human,female,norsk skuespillerinne.
peSG,Q5776691,,,SIGVARD [EMIL],GUNDERSEN,SIGVARD [EMIL] GUNDERSEN,1842,1903,1842-1903,Norway,actor,human,male,norsk skuespiller.
peHGu,Q95235932,232346833,,HANS,GUNDORPH,HANS GUNDORPH,1808,1874,1808-1874,,teacher,human,male,dansk bibliotekar.
peGG,Q42091261,,,[JOHAN] GUSTAF,GUSTAFSSON,[JOHAN] GUSTAF GUSTAFSSON,1835,1884,1835-1884,Sweden,actor,human,male,"svensk teaterdirektør, skuespiller og regissør."
peGuA,Q52938,10637323,,,,GUSTAV 2. ADOLF,1594,1632,1594-1632,Sweden,military leader,human,male,svensk konge 1611-32.
peKongG3,Q52930,54138074,,,,GUSTAV 3.,1746,1792,1746-1792,Sweden,politician,human,male,svensk konge 1771-92.
peNHG,,,,NIELS HENRIKSSØN til Austråt,GYLDENLØVE,NIELS HENRIKSSØN til Austråt GYLDENLØVE,,1523,-1523,,,human,,norsk adelsmann.
pePGy,,,,PER (Peder),GYNT,PER (Peder) GYNT,,,,,,human,,norsk sagnskikkelse fra Gudbrandsdalen.
peHad,Q1427,5027151247950244270005,,eg.: Publius Aelius Hadrianus,HADRIAN,eg.: Publius Aelius Hadrianus HADRIAN,7006,0138,7006-0138,Ancient Rome,military personnel,human,male,romersk keiser 117-38.
peWiHa,Q5781760,,,[JOHAN FREDRIK] WILHELM,HAFFNER,[JOHAN FREDRIK] WILHELM HAFFNER,1835,1901,1835-1901,,military officer,human,male,norsk offiser.
pePAAH,Q5782052,,,[PETER ANTON] ALFRED,HAGE,[PETER ANTON] ALFRED HAGE,1803,1872,1803-1872,Denmark,politician,human,male,dansk forretningsmann og politiker.
peEPHH,Q5782079,,,[EDVARD PHILIP] HOTHER,HAGE,[EDVARD PHILIP] HOTHER HAGE,1816,1873,1816-1873,Denmark,journalist,human,male,dansk politiker.
peCHa,,,,[FREDRIK] CHRISTIAN,HAGEMANN,[FREDRIK] CHRISTIAN HAGEMANN,1810,1863,1810-1863,,,human,,norsk advokat.
peFHag,Q1441544,67248233,pk00000000102169,[GEORG] FRANCIS,HAGERUP,[GEORG] FRANCIS HAGERUP,1853,1921,1853-1921,Norway,politician,human,male,"norsk jurist, politiker og diplomat."
peHHag,,,,HANS,HAGERUP,HANS HAGERUP,1823,1883,1823-1883,,,human,,dansk bokhandler.
peAHag,,,,AGATHA,HAGGENMÜLLER,AGATHA HAGGENMÜLLER,,,,,,human,,tysk kjøpmannsenke.
peCCH,Q725118,47591268,,CARL CHRISTIAN,HALL,CARL CHRISTIAN HALL,1812,1888,1812-1888,Denmark,diplomat,human,male,dansk politiker og førsteminister.
peCaHa,,,,CARL [BRUNNELL],HALS,CARL [BRUNNELL] HALS,1846,1918,1846-1918,,,human,,norsk overlærer (Sommerfeldt 1954).
peKH,Q4589078,7149106188368491508,pf01053257040842,KARL [MARIUS ANTON JOHAN],HALS,KARL [MARIUS ANTON JOHAN] HALS,1822,1898,1822-1898,Norway,businessperson,human,male,norsk pianofabrikant.
peMPH,,,,PETTER [MARTIN EMIL NILSON],HALS,PETTER [MARTIN EMIL NILSON] HALS,1823,1871,1823-1871,,,human,,norsk pianofabrikant.
peSiHa,,,,SIGURD,HALS,SIGURD HALS,1859,1931,1859-1931,,,human,,norsk pianofabrikant.
peJBH,Q4567400,42994578,pf01053257005353,JENS BRAAGE,HALVORSEN,JENS BRAAGE HALVORSEN,1845,1900,1845-1900,Norway,librarian,human,male,"norsk bibliotekar, pressemann og leksikonredaktør."
peOH,,,,OLAF [CHRISTOPHERSEN],HALVORSEN,OLAF [CHRISTOPHERSEN] HALVORSEN,1872,1942,1872-1942,,,human,,norsk bankfunksjonær (Sommerfeldt 1954).
peGAKH,Q5786083,11145570,,GUSTAF [AXEL KNUT],HAMILTON,GUSTAF [AXEL KNUT] HAMILTON,1831,1913,1831-1913,Sweden,economist,human,male,svensk sosialøkonom og politiker.
peCH,Q5645637,29751401,,CHRISTIAN [MONSEN],HAMMER,CHRISTIAN [MONSEN] HAMMER,1818,1905,1818-1905,Sweden,jeweler,human,male,"norsk-svensk gullsmed, gårdeier og samler."
peHFHa,Q81498061,133149294143380521087,,[ABRAHAM CHRISTIAN] HJALMAR [FRITHJOF],HAMMER,[ABRAHAM CHRISTIAN] HJALMAR [FRITHJOF] HAMMER,1846,1896,1846-1896,Norway,actor,human,male,norsk skuespiller.
peMJH,Q1903967,58807168,,MARTIN [JOHANNES],HAMMERICH,MARTIN [JOHANNES] HAMMERICH,1811,1881,1811-1881,Denmark,writer,human,male,dansk skolemann og forfatter.
peOLH,Q12717460,,pf01038068000622,OLE [LARSEN],HAMMERSTAD,OLE [LARSEN] HAMMERSTAD,1817,1873,1817-1873,Norway,politician,human,male,norsk bonde og politiker.
peAHamo,Q2871586,110659656,,[FRÉDÉRIC ADOLPHE] AUGUSTIN,HAMON,[FRÉDÉRIC ADOLPHE] AUGUSTIN HAMON,1862,1945,1862-1945,France,translator,human,male,"fransk sosiolog, journalist og oversetter."
pePHane,,,,PEDER,HANEVOLD,PEDER HANEVOLD,1851,1920,1851-1920,,,human,,norsk hotelleier (NBO PA).
peEmHa,,,,EMMA,HANSCH,EMMA HANSCH,,,,,,human,,tysk pensjonatvertinne.
peNaHa,,,,NATALIE,HANSCH,NATALIE HANSCH,,,,,,human,,tysk pensjonatvertinne.
peAHan,,,,ASA [CATHARINA],HANSEN,ASA [CATHARINA] HANSEN,1854,1933,1854-1933,,,human,,dansk forfatterhustru.
peCAH,,,,CARL [ANDREAS],HANSEN,CARL [ANDREAS] HANSEN,1829,1898,1829-1898,,,human,,norsk skuespiller.
peHansen,,,,frøken,HANSEN,frøken HANSEN,,,,,,human,,muligens norske Ernstine Hanson (1820-1907).
peGAH,Q217344,51846603,pg00000001267966,GERHARD [HENRIK] ARMAUER,HANSEN,GERHARD [HENRIK] ARMAUER HANSEN,1841,1912,1841-1912,Norway,physician,human,male,norsk lege.
peHHa,,,,HARALD [FREDRIK],HANSEN,HARALD [FREDRIK] HANSEN,1863,1899,1863-1899,,,human,,norsk journalist (Sommerfeldt 1954).
peJDIH,Q6215144,226796195,,JOHAN [DANIEL] IRGENS,HANSEN,JOHAN [DANIEL] IRGENS HANSEN,1854,1895,1854-1895,Norway,literary critic,human,male,norsk kritiker og teatermann.
peLH,Q12323836,95887314,,LARS,HANSEN,LARS HANSEN,1813,1872,1813-1872,Denmark,painter,human,male,dansk portrettmaler.
pePHa,Q5788371,290969456,,[HANS CHRISTIAN] PETER,HANSEN,[HANS CHRISTIAN] PETER HANSEN,1840,1905,1840-1905,Denmark,writer,human,male,"dansk journalist, litteratur- og teaterhistoriker."
pePEH,,,,PETER EMMANUEL/PJOTR GOTFRIDOVITSJ,HANSEN,PETER EMMANUEL/PJOTR GOTFRIDOVITSJ HANSEN,1854,1930,1854-1930,,,human,,dansk-russisk litterat og oversetter.
peTHa,Q78638,60518382,,THEOPHILUS [EDVARD],HANSEN,THEOPHILUS [EDVARD] HANSEN,1813,1891,1813-1891,Austria,teacher,human,male,dansk-østerriksk arkitekt.
peKlHa,Q1383935,224000711,pf01052994006365,KLAUS,HANSSEN,KLAUS HANSSEN,1844,1914,1844-1914,Norway,physician,human,male,norsk lege.
peCRH,,3157640833938220876,,CHRISTIAN RASMUS,HANSSON,CHRISTIAN RASMUS HANSSON,1807,1872,1807-1872,,,human,,norsk embetsmann.
peOHa,Q7082983,8168149108625068780009,pf01052055032513,OLAF [MØRCH],HANSSON,OLAF [MØRCH] HANSSON,1856,1912,1856-1912,Norway,actor,human,male,"norsk skuespiller, sceneinstruktør og teatersjef."
peHanst,Q5112479,,pf01036392087485,CHRISTOPHER,HANSTEEN,CHRISTOPHER HANSTEEN,1822,1912,1822-1912,Norway,judge,human,male,norsk jurist og dommer.
peTHan,,,,THORA,HANSTEEN,THORA HANSTEEN,1816,1898,1816-1898,,,human,,"norsk, datter av fysikeren Christopher Hansteen (1784-1873), søster av Aasta Hansteen (NBO PA; Steen 1954, 28). "
peHHfag,Q206123,266117609,,,,HARALD 1. HÅRFAGRE,0860,0932,0860-0932,Norway,,human,male,norsk konge.
peBHa,Q35678,102441725,,BENJAMIN,HARRISON,BENJAMIN HARRISON,1833,1901,1833-1901,United States of America,politician,human,male,"amerikansk jurist, offiser og politiker."
peGH,,,,GUSTAV [LUDVIG THEODOR],HARTMANN,GUSTAV [LUDVIG THEODOR] HARTMANN,1857,1940,1857-1940,,,human,,norsk ingeniør og maskinvarehandler.
peJPEH,Q507807,39566149,,JOHAN PETER EMILIUS,HARTMANN,JOHAN PETER EMILIUS HARTMANN,1805,1900,1805-1900,Denmark,composer,human,male,dansk komponist.
peAHas,,,,ANTON,HASENKNOPF,ANTON HASENKNOPF,,,,,,human,,tysk oppsynsmann/veiermester.
peCBH,,,,LINA (Caroline Beate),HASSELMANN,LINA (Caroline Beate) HASSELMANN,1832,1919,1832-1919,,,human,,norsk kjøpmannshustru.
peCHau,Q688529,69284092,pf01058374000014,[JOHANNES] CARSTEN,HAUCH,[JOHANNES] CARSTEN HAUCH,1790,1872,1790-1872,Denmark,writer,human,male,dansk forfatter og zoolog.
peVCHH,,,,VILHELM CHRISTIAN HOLGER,HAUCH,VILHELM CHRISTIAN HOLGER HAUCH,1844,1902,1844-1902,,,human,,dansk funksjonær.
peSaAH,,,,SALVE ASLAKSEN,HAUGLAND,SALVE ASLAKSEN HAUGLAND,1838,1892,1838-1892,,,human,,norsk lærer.
peGHa,Q43523,71404832,,GERHART [JOHANN ROBERT],HAUPTMANN,GERHART [JOHANN ROBERT] HAUPTMANN,1862,1946,1862-1946,German Empire,screenwriter,human,male,tysk forfatter.
peAHav,Q2653125,766994,,ANNA,HAVERLAND,ANNA HAVERLAND,1851,1908,1851-1908,German Empire,writer,human,female,tysk skuespillerinne og forfatterinne.
peAHa,Q549109,32127355,,ARTUR [IMMANUEL],HAZELIUS,ARTUR [IMMANUEL] HAZELIUS,1833,1901,1833-1901,Sweden,antiquarian seller,human,male,svensk filolog og museumsgrunnlegger.
peSH,Q4953051,74652174,,SIGNE [AMANDA GEORGINA],HEBBE,SIGNE [AMANDA GEORGINA] HEBBE,1837,1925,1837-1925,Sweden,actor,human,female,svensk dramatisk sangerinne.
peFraH,Q1445442,42861077,,FRANS [THEODOR],HEDBERG,FRANS [THEODOR] HEDBERG,1828,1908,1828-1908,Sweden,actor,human,male,"svensk forfatter, oversetter og teatermann."
peSAHe,Q4582704,20746998,,[SVEN] ADOLF,HEDIN,[SVEN] ADOLF HEDIN,1834,1905,1834-1905,Sweden,politician,human,male,svensk politiker.
peHHed,Q5796046,269733639,,HENRIK,HEDLUND,HENRIK HEDLUND,1851,1932,1851-1932,Sweden,,human,male,svensk avismann og politiker.
peSAH,Q5796181,32862455,,SVEN ADOLF,HEDLUND,SVEN ADOLF HEDLUND,1821,1900,1821-1900,Sweden,politician,human,male,svensk pressemann og politiker.
peSHe,Q5796734,200149294361980522161,,[POUL] SOPHUS [VILHELM],HEEGAARD,[POUL] SOPHUS [VILHELM] HEEGAARD,1835,1884,1835-1884,Denmark,theologian,human,male,dansk filosof.
peClHe,,,,CLARA,HEESE,CLARA HEESE,1851,1921,1851-1921,,,human,,tysk skuespillerinne (DBI 3. utg.).
peJKSH,Q62587668,,pf01037108000896,JOHAN KRISTOFFER STØREN,HEFFERMEHL,JOHAN KRISTOFFER STØREN HEFFERMEHL,1833,1906,1833-1906,,lawyer,human,male,norsk jurist.
peTH,Q3655637,226777424,pf01052039013775,THOMAS [JOHANNESSEN],HEFTYE,THOMAS [JOHANNESSEN] HEFTYE,1822,1886,1822-1886,Norway,politician,human,male,norsk bankier.
peEBag,,,,ELISABETH [JULIA],HEGEL,ELISABETH [JULIA] HEGEL,1875,,1875-,,,human,,dansk bokhandlerdatter.
peFH,Q1803043,75046258,,[NIELS] FREDERIK VILHELM,HEGEL,[NIELS] FREDERIK VILHELM HEGEL,1817,1887,1817-1887,Denmark,director,human,male,dansk bokhandler og forlegger.
peGWFHe,Q9235,89774942,,GEORG WILHELM FRIEDRICH,HEGEL,GEORG WILHELM FRIEDRICH HEGEL,1770,1831,1770-1831,Germany,university teacher,human,male,tysk filosof.
peJH,Q4567455,,,JACOB [DEICHMANN FREDERIK],HEGEL,JACOB [DEICHMANN FREDERIK] HEGEL,1851,1918,1851-1918,Denmark,publisher,human,male,dansk forlegger.
peJLFH,,,,JULIE [LOUISE FREDERIKKE],HEGEL,JULIE [LOUISE FREDERIKKE] HEGEL,1857,1924,1857-1924,,,human,,dansk forleggerhustru.
peJHHL,Q5797052,7913154741663253110003,,JOHAN [HENRIK],HEGERMANN-LINDENCRONE,JOHAN [HENRIK] HEGERMANN-LINDENCRONE,1838,1918,1838-1918,Denmark,diplomat,human,male,dansk diplomat.
peAHe,Q2665364,1427149108438268780008,pf01036372001414,AXEL,HEIBERG,AXEL HEIBERG,1848,1932,1848-1932,Norway,farmer,human,male,norsk forretningsmann og mesen.
peDiHe,Q4953247,229849066,pv00000002840983,DIDI (Hansine Didriche),HEIBERG,DIDI (Hansine Didriche) HEIBERG,1862,1915,1862-1915,Norway,actor,human,female,norsk skuespillerinne.
peGHe,Q718724,51793767,pf01053295021646,GUNNAR [EDVARD RODE],HEIBERG,GUNNAR [EDVARD RODE] HEIBERG,1857,1929,1857-1929,Norway,writer,human,male,norsk forfatter og teatermann.
peHjH,Q4568671,30315371,pf01052721003775,HJALMAR,HEIBERG,HJALMAR HEIBERG,1837,1897,1837-1897,Norway,professor,human,male,norsk lege.
peJLHe,Q402274,76356362,,JOHAN LUDVIG,HEIBERG,JOHAN LUDVIG HEIBERG,1791,1860,1791-1860,Denmark,writer,human,male,dansk forfatter.
peJLH,Q272246,3273535,,JOHANNE LUISE,HEIBERG,JOHANNE LUISE HEIBERG,1812,1890,1812-1890,Denmark,writer,human,female,"dansk skuespillerinne, forfatter og instruktør."
peTEBH,,,,THORVALD EMIL BING,HEIBERG,THORVALD EMIL BING HEIBERG,1841,1912,1841-1912,,,human,,norsk høyesterettsadvokat.
peHHe,Q44403,34457918,,HEINRICH,HEINE,HEINRICH HEINE,1797,1856,1797-1856,Holy Roman Empire,writer,human,male,tysk dikter.
peWHei,Q8011829,30868892,,WILLIAM,HEINEMANN,WILLIAM HEINEMANN,1863,1920,1863-1920,United Kingdom of Great Britain and Ireland,editor,human,male,engelsk forlegger.
pePHe,Q2075603,22331983,,PETER [ARNOLD],HEISE,PETER [ARNOLD] HEISE,1830,1879,1830-1879,Denmark,composer,human,male,dansk komponist.
peVHei,Q22002890,,,VILLE (Vilhelmine),HEISE,VILLE (Vilhelmine) HEISE,1838,1912,1838-1912,Denmark,landlord,human,female,dansk komponisthustru.
peEFra,Q95662,14877559,,HELENE FREIFRAU VON,HELDBURG,HELENE FREIFRAU VON HELDBURG,1839,1923,1839-1923,Germany,actor,human,female,tysk skuespillerinne.
peHel,,,,HELENE,,HELENE,,,,,,human,,ikke identifisert. Husholderske for Ibsen i München.
pefrkHel,,,,frøken,HELFERICH,frøken HELFERICH,,,,,,human,,ikke identifisert. Ibsen-familiens vertinne i Schellingstraße i München april 1877 - august 1878.
peHHel,,,,HELGA,HELGESEN,HELGA HELGESEN,1878,,1878-,,,human,,norsk hushjelp.
peAEH,,,,AUGUST [EMILIUS],HELLESEN,AUGUST [EMILIUS] HELLESEN,1836,,1836-,,,human,,norsk kontorist.
peHMH,,,,HENRIK MIKAEL,HELLIESEN,HENRIK MIKAEL HELLIESEN,1856,1933,1856-1933,,,human,,norsk advokat.
peHelm,,,,SVENN HENRIK,HELMS,SVENN HENRIK HELMS,1814,1876,1814-1876,,,human,,tysk oversetter og konsulatsekretær.
peAFH,Q5800049,,,[FREDERIK] ALBERT,HELSENGREEN,[FREDERIK] ALBERT HELSENGREEN,1854,1943,1854-1943,Denmark,actor,human,male,dansk skuespiller og teaterdirektør.
peATHe,Q4830293,169149294150680521108,,AXEL [THEOPHILUS],HELSTED,AXEL [THEOPHILUS] HELSTED,1847,1907,1847-1907,Denmark,painter,human,male,dansk maler.
peHelt,Q11975037,225807050,pf01038027052109,HENRIK [ANTON SCHIØTT],HELTBERG,HENRIK [ANTON SCHIØTT] HELTBERG,1806,1873,1806-1873,Norway,philologist,human,male,norsk skolestyrer.
peHFH,Q2645983,69734788,,[HANS] FRIEDRICH (etter 1864: FREDERIK),HELVEG,[HANS] FRIEDRICH (etter 1864: FREDERIK) HELVEG,1816,1901,1816-1901,Denmark,priest,human,male,dansk prest og forfatter.
peBH,Q4953599,60840283,,BETTY [MATHILDE],HENNINGS,BETTY [MATHILDE] HENNINGS,1850,1939,1850-1939,Denmark,actor,human,female,dansk skuespillerinne.
peHH,Q18225177,14724251,,HENRIK [JACOB CHRISTIAN AMALIUS OTTO],HENNINGS,HENRIK [JACOB CHRISTIAN AMALIUS OTTO] HENNINGS,1848,1923,1848-1923,Denmark,composer,human,male,dansk komponist og musikkforlegger.
peCHe,,,,CARL [CHRISTIAN],HENRIKSEN,CARL [CHRISTIAN] HENRIKSEN,1847,1907,1847-1907,,,human,,dansk skuespiller og teaterdirektør.
peAugH,,,,AUGUST,HERRAMB,AUGUST HERRAMB,,,,,,human,,ikke identifisert.
pePaHe,Q2060149,66522692,,PAUL,HERRMANN,PAUL HERRMANN,1866,1930,1866-1930,Germany,teacher,human,male,tysk litteraturhistoriker og oversetter.
peHHer,Q728357,5739483,,HENRIK [HEYMAN],HERTZ,HENRIK [HEYMAN] HERTZ,1798,1870,1798-1870,Denmark,writer,human,male,dansk forfatter.
peWH,Q91161,22950703,,WILHELM [CARL HEINRICH],HERTZ,WILHELM [CARL HEINRICH] HERTZ,1835,1902,1835-1902,Germany,writer,human,male,tysk dikter og litteraturhistoriker.
peEHer,Q4177921,25361996,pf01037045165448,EBBE [CARSTEN HORNEMAN],HERTZBERG,EBBE [CARSTEN HORNEMAN] HERTZBERG,1847,1912,1847-1912,Norway,politician,human,male,"norsk rettshistoriker, sosialøkonom, arkivmann og politiker."
peNHer,Q3354569,39751717,pf01036392102642,NILS [CHRISTIAN EGEDE],HERTZBERG,NILS [CHRISTIAN EGEDE] HERTZBERG,1827,1911,1827-1911,Norway,politician,human,male,"norsk teolog, skolemann og politiker."
peNOH,Q16030171,,,NILS OTTO,HESSELBERG,NILS OTTO HESSELBERG,1844,1929,1844-1929,Norway,politician,human,male,norsk embetsmann.
peTRH,,,,THOMAS [RIST],HESSELBERG,THOMAS [RIST] HESSELBERG,1826,1899,1826-1899,,,human,,norsk embetsmann.
peOHe,,,,OLE [THEOPHILUS],HESTENÆS,OLE [THEOPHILUS] HESTENÆS,1832,1882,1832-1882,,,human,,norsk skuespiller.
peBEH,,,,BERTRAND [EUGEN],HEYERDAHL,BERTRAND [EUGEN] HEYERDAHL,1851,1909,1851-1909,,,human,,norsk disponent.
peHeHe,Q5804569,,,[JOHAN] HENRY [VAN KERVEL],HEYERDAHL,[JOHAN] HENRY [VAN KERVEL] HEYERDAHL,1825,1903,1825-1903,,engineer,human,male,norsk ingeniøroffiser og fabrikkbestyrer.
peASchu,Q94752526,74612775,,ANNA,HEYSE,ANNA HEYSE,1850,1930,1850-1930,,,human,female,tysk forfatterhustru.
pePHey,Q76487,50765,,PAUL,HEYSE,PAUL HEYSE,1830,1914,1830-1914,Kingdom of Prussia,writer,human,male,tysk forfatter.
peJaHi,Q4434902,35264710,,JACOB,HILDITCH,JACOB HILDITCH,1864,1930,1864-1930,Norway,writer,human,male,norsk forfatter.
peEHi,Q3373437,,,[CARL WILHELM] EMIL,HILLBERG,[CARL WILHELM] EMIL HILLBERG,1852,1929,1852-1929,Sweden,actor,human,male,svensk skuespiller.
peHRHL,Q5806573,72202706,,HANS RUDOLF,HIORT-LORENZEN,HANS RUDOLF HIORT-LORENZEN,1832,1917,1832-1917,Denmark,writer,human,male,"dansk embetsmann, journalist og genealog."
peCWH,Q12714045,,pd00000001015132,CHRISTIAN WORM [SOMMERSCHILD],HIRSCH,CHRISTIAN WORM [SOMMERSCHILD] HIRSCH,1831,1904,1831-1904,Norway,judge,human,male,norsk jurist og banksjef.
peGHi,Q108045,64378832,,GEORG,HIRSCHFELD,GEORG HIRSCHFELD,1873,1942,1873-1942,German Reich,writer,human,male,tysk forfatter.
peRH,Q11996977,118144898725950291128,pf01052721030828,RAGNVALD [AMANDUS PEDERSEN],HJERLOW,RAGNVALD [AMANDUS PEDERSEN] HJERLOW,1863,1947,1863-1947,Norway,professor,human,male,norsk maler.
peJHj,Q3143227,84502203,pf01036708058132,JOHAN,HJORT,JOHAN HJORT,1869,1948,1869-1948,Norway,professor,human,male,norsk marinbiolog.
peJSAH,Q11978795,281029006,pf01052721138650,JOHAN [STORM AUBERT],HJORT,JOHAN [STORM AUBERT] HJORT,1835,1905,1835-1905,Norway,physician,human,male,norsk lege og medisinsk forsker.
pePHj,Q1960775,25365771,,PEDER,HJORT,PEDER HJORT,1793,1871,1793-1871,Denmark,art historian,human,male,dansk kritiker og pedagog.
peCFH,Q16649394,47824406,,CARL [FREDRIK LOTHARIUS],HOCHSCHILD,CARL [FREDRIK LOTHARIUS] HOCHSCHILD,1831,1898,1831-1898,Sweden,politician,human,male,svensk diplomat og politiker.
peKHo,Q59588821,,,KLAUS [NORD],HOEL,KLAUS [NORD] HOEL,1865,1923,1865-1923,,,human,male,norsk embetsmann.
peAH,,,,ADOLPHE,HOFFMANN,ADOLPHE HOFFMANN,,,,,,human,,"belgisk autografsamler, Antwerpen (Anker 2, 129)."
peJHof,Q11978864,4440153063195819320006,,[HEINRICH BERNHARD MARTIN] JOHANNES,HOFFMANN,[HEINRICH BERNHARD MARTIN] JOHANNES HOFFMANN,1844,1920,1844-1920,Denmark,sculptor,human,male,dansk billedhugger.
peTSHH,,,,THOMAS [SEVERIN HEIBERG],HOFFMANN,THOMAS [SEVERIN HEIBERG] HOFFMANN,1811,1862,1811-1862,,,human,,norsk lege.
peJHo,Q6309856,74616517,,[JOHAN PETER] JULIUS,HOFFORY,[JOHAN PETER] JULIUS HOFFORY,1855,1897,1855-1897,Denmark,translator,human,male,dansk fonetiker og oversetter.
peHHo,,,,HENRIETTE,HOFGAARD,HENRIETTE HOFGAARD,1823,1895,1823-1895,,,human,,norsk pensjonatvertinne.
peSWH,Q12000545,280987205,,SIMON [WRIGHT],HOFGAARD,SIMON [WRIGHT] HOFGAARD,1843,1908,1843-1908,Norway,writer,human,male,norsk skolemann.
pePH,Q55911901,116774570,,PAUL,HOHLFELD,PAUL HOHLFELD,1840,1910,1840-1910,Germany,philosopher,human,male,"tysk skolemann (Zimmermann & Zschalig 1913, 68)."
peLHol,,,,LORENTZ,HOLAN,LORENTZ HOLAN,1841,1890,1841-1890,,,human,,norsk skolestyrer.
peLuH,Q216692,66468731,,LUDVIG,HOLBERG,LUDVIG HOLBERG,1684,1754,1684-1754,Norway,screenwriter,human,male,norsk-dansk forfatter.
peEHol,,,,ELISE (Elisabeth Wilhelmine),HOLCK,ELISE (Elisabeth Wilhelmine) HOLCK,1822,1882,1822-1882,,,human,,norsk kjøpmannsdatter.
peMKH,,,,MARTIN KIRKGAARD,HOLFELDT,MARTIN KIRKGAARD HOLFELDT,1831,1886,1831-1886,,,human,,norsk skolemann.
peHELH,Q5810383,,,HARALD [EMIL LARSENIUS],HOLM,HARALD [EMIL LARSENIUS] HOLM,1848,1903,1848-1903,Denmark,politician,human,male,dansk politiker.
peOAH,Q20669383,223362682,pf01036476001308,OLAF [ANDREAS],HOLM,OLAF [ANDREAS] HOLM,1845,1933,1845-1933,Norway,priest,human,male,norsk prest.
peHHolm,Q3353444,229255483,pf01058493000073,HANS,HOLMBOE,HANS HOLMBOE,1798,1868,1798-1868,Norway,politician,human,male,norsk skolemann og politiker.
peJHH,,,,JOHAN,HOLM-HANSEN,JOHAN HOLM-HANSEN,1841,1920,1841-1920,,,human,,dansk skuespiller.
