XML_ID,Wikidata_ID,Viaf_ID,NHRP_ID,Given_Name,Surname,Name,Year_of_Birth,Year_of_Death,Lifespan,Instance,Gender,Country_of_citizenship,Occupation,Letters_Received,Times_Mentioned,Brief_Description,Spouses_Name,Spouses_ID
peGG,Q42091261,,,[JOHAN] GUSTAF,GUSTAFSSON,[JOHAN] GUSTAF GUSTAFSSON,1835,1884,1835-1884,human,male,Sweden,"actor, director, theatre director",1,3,"svensk teaterdirektør, skuespiller og regissør.",,
peGuA,Q52938,10637323,,,,GUSTAV 2. ADOLF,1594,1632,1594-1632,"human, King",male,Sweden,King,0,1,svensk konge 1611-32.,,
peKongG3,Q52930,54138074,,,,GUSTAV 3.,1746,1792,1746-1792,"human, King",male,Sweden,King,0,1,svensk konge 1771-92.,,
peNHG,,,,NIELS HENRIKSSØN til Austråt,GYLDENLØVE,NIELS HENRIKSSØN til Austråt GYLDENLØVE,,1523,-1523,human,male,Norway,,0,1,norsk adelsmann.,,
pePGy,,,,PER (Peder),GYNT,PER (Peder) GYNT,,,,human,male,Norway,,0,1,norsk sagnskikkelse fra Gudbrandsdalen.,,
peHad,Q1427,5027151247950244270005,,eg.: Publius Aelius Hadrianus,HADRIAN,eg.: Publius Aelius Hadrianus HADRIAN,7006,0138,7006-0138,"human, Emperor",male,,Emperor,0,1,romersk keiser 117-38.,,
peWiHa,Q5781760,,,[JOHAN FREDRIK] WILHELM,HAFFNER,[JOHAN FREDRIK] WILHELM HAFFNER,1835,1901,1835-1901,human,male,Norway,military officer,0,1,norsk offiser.,,
pePAAH,Q5782052,,,[PETER ANTON] ALFRED,HAGE,[PETER ANTON] ALFRED HAGE,1803,1872,1803-1872,human,male,Denmark,"politician, businessman",0,1,dansk forretningsmann og politiker.,,
peEPHH,Q5782079,,,[EDVARD PHILIP] HOTHER,HAGE,[EDVARD PHILIP] HOTHER HAGE,1816,1873,1816-1873,human,male,Denmark,politician,0,1,dansk politiker.,,
peCHa,,,,[FREDRIK] CHRISTIAN,HAGEMANN,[FREDRIK] CHRISTIAN HAGEMANN,1810,1863,1810-1863,human,male,Norway,lawyer,1,0,norsk advokat.,,
peFHag,Q1441544,67248233,pk00000000102169,[GEORG] FRANCIS,HAGERUP,[GEORG] FRANCIS HAGERUP,1853,1921,1853-1921,human,male,Norway,"diplomat, lawyer, politician",2,4,"norsk jurist, politiker og diplomat.",,
peHHag,,,,HANS,HAGERUP,HANS HAGERUP,1823,1883,1823-1883,human,male,Denmark,bookseller,1,0,dansk bokhandler.,,
peAHag,,,,AGATHA,HAGGENMÜLLER,AGATHA HAGGENMÜLLER,,,,human,male,Germany,merchant,0,1,tysk kjøpmannsenke.,,
peCCH,Q725118,47591268,,CARL CHRISTIAN,HALL,CARL CHRISTIAN HALL,1812,1888,1812-1888,human,male,Denmark,politician,1,2,dansk politiker og førsteminister.,,
peCaHa,,,,CARL [BRUNNELL],HALS,CARL [BRUNNELL] HALS,1846,1918,1846-1918,human,male,Norway,teacher,1,0,norsk overlærer (Sommerfeldt 1954).,,
peKH,Q4589078,7149106188368491508,pf01053257040842,KARL [MARIUS ANTON JOHAN],HALS,KARL [MARIUS ANTON JOHAN] HALS,1822,1898,1822-1898,human,male,Norway,,1,1,norsk pianofabrikant.,,
peMPH,,,,PETTER [MARTIN EMIL NILSON],HALS,PETTER [MARTIN EMIL NILSON] HALS,1823,1871,1823-1871,human,male,Norway,,0,1,norsk pianofabrikant.,,
peSiHa,,,,SIGURD,HALS,SIGURD HALS,1859,1931,1859-1931,human,male,Norway,,0,1,norsk pianofabrikant.,,
peJBH,Q4567400,42994578,pf01053257005353,JENS BRAAGE,HALVORSEN,JENS BRAAGE HALVORSEN,1845,1900,1845-1900,human,male,Norway,"editor, librarian, journalist",4,7,"norsk bibliotekar, pressemann og leksikonredaktør.",,
peOH,,,,OLAF [CHRISTOPHERSEN],HALVORSEN,OLAF [CHRISTOPHERSEN] HALVORSEN,1872,1942,1872-1942,human,male,Norway,official,1,0,norsk bankfunksjonær (Sommerfeldt 1954).,,
peGAKH,Q5786083,11145570,,GUSTAF [AXEL KNUT],HAMILTON,GUSTAF [AXEL KNUT] HAMILTON,1831,1913,1831-1913,human,male,Sweden,"politician, economist",0,3,svensk sosialøkonom og politiker.,,
peCH,Q5645637,29751401,,CHRISTIAN [MONSEN],HAMMER,CHRISTIAN [MONSEN] HAMMER,1818,1905,1818-1905,human,male,"Norway, Sweden",,2,3,"norsk-svensk gullsmed, gårdeier og samler.",,
peHFHa,Q81498061,133149294143380521087,,[ABRAHAM CHRISTIAN] HJALMAR [FRITHJOF],HAMMER,[ABRAHAM CHRISTIAN] HJALMAR [FRITHJOF] HAMMER,1846,1896,1846-1896,human,male,Norway,actor,0,7,norsk skuespiller.,,
peMJH,Q1903967,58807168,,MARTIN [JOHANNES],HAMMERICH,MARTIN [JOHANNES] HAMMERICH,1811,1881,1811-1881,human,male,Denmark,"author, teacher",0,1,dansk skolemann og forfatter.,,
peOLH,Q12717460,,pf01038068000622,OLE [LARSEN],HAMMERSTAD,OLE [LARSEN] HAMMERSTAD,1817,1873,1817-1873,human,male,Norway,politician,0,1,norsk bonde og politiker.,,
peAHamo,Q2871586,110659656,,[FRÉDÉRIC ADOLPHE] AUGUSTIN,HAMON,[FRÉDÉRIC ADOLPHE] AUGUSTIN HAMON,1862,1945,1862-1945,human,male,France,"journalist, translator",1,0,"fransk sosiolog, journalist og oversetter.",HENRIËTTE RYNENBROECK,noID
pePHane,,,,PEDER,HANEVOLD,PEDER HANEVOLD,1851,1920,1851-1920,human,male,Norway,,1,0,norsk hotelleier (NBO PA).,,
peEmHa,,,,EMMA,HANSCH,EMMA HANSCH,,,,human,female,Germany,boarding house inkeeper,0,1,tysk pensjonatvertinne.,,
peNaHa,,,,NATALIE,HANSCH,NATALIE HANSCH,,,,human,female,Germany,boarding house inkeeper,0,1,tysk pensjonatvertinne.,,
peAHan,,,,ASA [CATHARINA],HANSEN,ASA [CATHARINA] HANSEN,1854,1933,1854-1933,human,female,,married to,0,4,dansk forfatterhustru.,[HANS CHRISTIAN] PETER HANSEN,pePHa
peCAH,,,,CARL [ANDREAS],HANSEN,CARL [ANDREAS] HANSEN,1829,1898,1829-1898,human,male,Norway,actor,0,1,norsk skuespiller.,,
peHansen,,,,frøken,HANSEN,frøken HANSEN,,,,human,male,Norway,,0,3,muligens norske Ernstine Hanson (1820-1907).,,
peGAH,Q217344,51846603,pg00000001267966,GERHARD [HENRIK] ARMAUER,HANSEN,GERHARD [HENRIK] ARMAUER HANSEN,1841,1912,1841-1912,human,male,Norway,doctor,0,1,norsk lege.,,
peHHa,,,,HARALD [FREDRIK],HANSEN,HARALD [FREDRIK] HANSEN,1863,1899,1863-1899,human,male,Norway,journalist,0,1,norsk journalist (Sommerfeldt 1954).,,
peJDIH,Q6215144,226796195,,JOHAN [DANIEL] IRGENS,HANSEN,JOHAN [DANIEL] IRGENS HANSEN,1854,1895,1854-1895,human,male,Norway,"theatre personnel, critic",10,5,norsk kritiker og teatermann.,,
peLH,Q12323836,95887314,,LARS,HANSEN,LARS HANSEN,1813,1872,1813-1872,human,male,Denmark,painter,1,6,dansk portrettmaler.,,
pePHa,Q5788371,290969456,,[HANS CHRISTIAN] PETER,HANSEN,[HANS CHRISTIAN] PETER HANSEN,1840,1905,1840-1905,human,male,Denmark,"journalist, historian, littérateur",7,11,"dansk journalist, litteratur- og teaterhistoriker.",,
pePEH,,,,PETER EMMANUEL/PJOTR GOTFRIDOVITSJ,HANSEN,PETER EMMANUEL/PJOTR GOTFRIDOVITSJ HANSEN,1854,1930,1854-1930,human,male,"Denmark, Russia","translator, littérateur",2,1,dansk-russisk litterat og oversetter.,A.V. VASILJEVA,noID
peTHa,Q78638,60518382,,THEOPHILUS [EDVARD],HANSEN,THEOPHILUS [EDVARD] HANSEN,1813,1891,1813-1891,human,male,"Denmark, Austria",architect,0,2,dansk-østerriksk arkitekt.,,
peKlHa,Q1383935,224000711,pf01052994006365,KLAUS,HANSSEN,KLAUS HANSSEN,1844,1914,1844-1914,human,male,Norway,doctor,0,1,norsk lege.,,
peCRH,,3157640833938220876,,CHRISTIAN RASMUS,HANSSON,CHRISTIAN RASMUS HANSSON,1807,1872,1807-1872,human,male,Norway,civil servant,0,1,norsk embetsmann.,,
peOHa,Q7082983,8168149108625068780009,pf01052055032513,OLAF [MØRCH],HANSSON,OLAF [MØRCH] HANSSON,1856,1912,1856-1912,human,male,Norway,"actor, stage director, director",3,7,"norsk skuespiller, sceneinstruktør og teatersjef.",THORA [ELISABETH] NEELSEN,peTNe
peHanst,Q5112479,,pf01036392087485,CHRISTOPHER,HANSTEEN,CHRISTOPHER HANSTEEN,1822,1912,1822-1912,human,male,Norway,"lawyer, judge",0,3,norsk jurist og dommer.,,
peTHan,,,,THORA,HANSTEEN,THORA HANSTEEN,1816,1898,1816-1898,human,female,Norway,physicist,0,1,"norsk, datter av fysikeren Christopher Hansteen (1784-1873), søster av Aasta Hansteen (NBO PA; Steen 1954, 28). ",,
peHHfag,Q206123,266117609,,,,HARALD 1. HÅRFAGRE,0860,0932,0860-0932,"human, King",male,Norway,King,0,1,norsk konge.,,
peBHa,Q35678,102441725,,BENJAMIN,HARRISON,BENJAMIN HARRISON,1833,1901,1833-1901,human,male,United States of America,"lawyer, politician, military officer",1,1,"amerikansk jurist, offiser og politiker.",,
peGH,,,,GUSTAV [LUDVIG THEODOR],HARTMANN,GUSTAV [LUDVIG THEODOR] HARTMANN,1857,1940,1857-1940,human,male,Norway,engineer,1,0,norsk ingeniør og maskinvarehandler.,,
peJPEH,Q507807,39566149,,JOHAN PETER EMILIUS,HARTMANN,JOHAN PETER EMILIUS HARTMANN,1805,1900,1805-1900,human,male,Denmark,composer,0,1,dansk komponist.,,
peAHas,,,,ANTON,HASENKNOPF,ANTON HASENKNOPF,,,,human,male,Germany,,0,3,tysk oppsynsmann/veiermester.,,
peCBH,,,,LINA (Caroline Beate),HASSELMANN,LINA (Caroline Beate) HASSELMANN,1832,1919,1832-1919,human,female,,married to,1,0,norsk kjøpmannshustru.,,
peCHau,Q688529,69284092,pf01058374000014,[JOHANNES] CARSTEN,HAUCH,[JOHANNES] CARSTEN HAUCH,1790,1872,1790-1872,human,male,Denmark,"author, zoologist",1,4,dansk forfatter og zoolog.,,
peVCHH,,,,VILHELM CHRISTIAN HOLGER,HAUCH,VILHELM CHRISTIAN HOLGER HAUCH,1844,1902,1844-1902,human,male,Denmark,official,0,1,dansk funksjonær.,,
peSaAH,,,,SALVE ASLAKSEN,HAUGLAND,SALVE ASLAKSEN HAUGLAND,1838,1892,1838-1892,human,male,Norway,teacher,0,1,norsk lærer.,,
peGHa,Q43523,71404832,,GERHART [JOHANN ROBERT],HAUPTMANN,GERHART [JOHANN ROBERT] HAUPTMANN,1862,1946,1862-1946,human,male,Germany,author,1,0,tysk forfatter.,,
peAHav,Q2653125,766994,,ANNA,HAVERLAND,ANNA HAVERLAND,1851,1908,1851-1908,human,female,Germany,"actor, author",0,1,tysk skuespillerinne og forfatterinne.,,
peAHa,Q549109,32127355,,ARTUR [IMMANUEL],HAZELIUS,ARTUR [IMMANUEL] HAZELIUS,1833,1901,1833-1901,human,male,Sweden,philologist,1,0,svensk filolog og museumsgrunnlegger.,,
peSH,Q4953051,74652174,,SIGNE [AMANDA GEORGINA],HEBBE,SIGNE [AMANDA GEORGINA] HEBBE,1837,1925,1837-1925,human,female,Sweden,singer,1,0,svensk dramatisk sangerinne.,,
peFraH,Q1445442,42861077,,FRANS [THEODOR],HEDBERG,FRANS [THEODOR] HEDBERG,1828,1908,1828-1908,human,male,Sweden,"author, translator, theatre personnel",0,6,"svensk forfatter, oversetter og teatermann.",,
peSAHe,Q4582704,20746998,,[SVEN] ADOLF,HEDIN,[SVEN] ADOLF HEDIN,1834,1905,1834-1905,human,male,Sweden,politician,0,1,svensk politiker.,,
peHHed,Q5796046,269733639,,HENRIK,HEDLUND,HENRIK HEDLUND,1851,1932,1851-1932,human,male,Sweden,"politician, newspaperman",0,1,svensk avismann og politiker.,,
peSAH,Q5796181,32862455,,SVEN ADOLF,HEDLUND,SVEN ADOLF HEDLUND,1821,1900,1821-1900,human,male,Sweden,"politician, journalist",1,0,svensk pressemann og politiker.,,
peSHe,Q5796734,200149294361980522161,,[POUL] SOPHUS [VILHELM],HEEGAARD,[POUL] SOPHUS [VILHELM] HEEGAARD,1835,1884,1835-1884,human,male,Denmark,philosopher,0,5,dansk filosof.,,
peClHe,,,,CLARA,HEESE,CLARA HEESE,1851,1921,1851-1921,human,female,Germany,actor,0,1,tysk skuespillerinne (DBI 3. utg.).,,
peJKSH,Q62587668,,pf01037108000896,JOHAN KRISTOFFER STØREN,HEFFERMEHL,JOHAN KRISTOFFER STØREN HEFFERMEHL,1833,1906,1833-1906,human,male,Norway,lawyer,1,2,norsk jurist.,,
peTH,Q3655637,226777424,pf01052039013775,THOMAS [JOHANNESSEN],HEFTYE,THOMAS [JOHANNESSEN] HEFTYE,1822,1886,1822-1886,human,male,Norway,banker,0,3,norsk bankier.,,
peEBag,,,,ELISABETH [JULIA],HEGEL,ELISABETH [JULIA] HEGEL,1875,,1875-,human,female,Denmark,bookseller,0,2,dansk bokhandlerdatter.,GUSTAF MIKAEL MELKER FALKENBERG,noID
peFH,Q1803043,75046258,,[NIELS] FREDERIK VILHELM,HEGEL,[NIELS] FREDERIK VILHELM HEGEL,1817,1887,1817-1887,human,male,Denmark,"publisher, bookseller",280,101,dansk bokhandler og forlegger.,,
peGWFHe,Q9235,89774942,,GEORG WILHELM FRIEDRICH,HEGEL,GEORG WILHELM FRIEDRICH HEGEL,1770,1831,1770-1831,human,male,Germany,philosopher,0,1,tysk filosof.,,
peJH,Q4567455,,,JACOB [DEICHMANN FREDERIK],HEGEL,JACOB [DEICHMANN FREDERIK] HEGEL,1851,1918,1851-1918,human,male,Denmark,publisher,89,101,dansk forlegger.,,
peJLFH,,,,JULIE [LOUISE FREDERIKKE],HEGEL,JULIE [LOUISE FREDERIKKE] HEGEL,1857,1924,1857-1924,human,female,,married to,1,23,dansk forleggerhustru.,,
peJHHL,Q5797052,7913154741663253110003,,JOHAN [HENRIK],HEGERMANN-LINDENCRONE,JOHAN [HENRIK] HEGERMANN-LINDENCRONE,1838,1918,1838-1918,human,male,Denmark,diplomat,0,1,dansk diplomat.,,
peAHe,Q2665364,1427149108438268780008,pf01036372001414,AXEL,HEIBERG,AXEL HEIBERG,1848,1932,1848-1932,human,male,Norway,"businessman, patron",2,2,norsk forretningsmann og mesen.,,
peDiHe,Q4953247,229849066,pv00000002840983,DIDI (Hansine Didriche),HEIBERG,DIDI (Hansine Didriche) HEIBERG,1862,1915,1862-1915,human,female,Norway,actor,0,3,norsk skuespillerinne.,GUNNAR [EDVARD RODE] HEIBERG,peGHe
peGHe,Q718724,51793767,pf01053295021646,GUNNAR [EDVARD RODE],HEIBERG,GUNNAR [EDVARD RODE] HEIBERG,1857,1929,1857-1929,human,male,Norway,"author, theatre personnel",4,0,norsk forfatter og teatermann.,,
peHjH,Q4568671,30315371,pf01052721003775,HJALMAR,HEIBERG,HJALMAR HEIBERG,1837,1897,1837-1897,human,male,Norway,doctor,0,1,norsk lege.,,
peJLHe,Q402274,76356362,,JOHAN LUDVIG,HEIBERG,JOHAN LUDVIG HEIBERG,1791,1860,1791-1860,human,male,Denmark,author,0,5,dansk forfatter.,,
peJLH,Q272246,3273535,,JOHANNE LUISE,HEIBERG,JOHANNE LUISE HEIBERG,1812,1890,1812-1890,human,female,Denmark,"actor, author, director",3,16,"dansk skuespillerinne, forfatter og instruktør.",,
peTEBH,,,,THORVALD EMIL BING,HEIBERG,THORVALD EMIL BING HEIBERG,1841,1912,1841-1912,human,male,Norway,lawyer,0,1,norsk høyesterettsadvokat.,,
peHHe,Q44403,34457918,,HEINRICH,HEINE,HEINRICH HEINE,1797,1856,1797-1856,human,male,Germany,poet,0,1,tysk dikter.,,
peWHei,Q8011829,30868892,,WILLIAM,HEINEMANN,WILLIAM HEINEMANN,1863,1920,1863-1920,human,male,England,publisher,0,26,engelsk forlegger.,,
pePHe,Q2075603,22331983,,PETER [ARNOLD],HEISE,PETER [ARNOLD] HEISE,1830,1879,1830-1879,human,male,Denmark,composer,4,6,dansk komponist.,VILLE (Vilhelmine) HEISE,peVHei
peVHei,Q22002890,,,VILLE (Vilhelmine),HEISE,VILLE (Vilhelmine) HEISE,1838,1912,1838-1912,human,female,,married to,0,4,dansk komponisthustru.,,
peEFra,Q95662,14877559,,HELENE FREIFRAU VON,HELDBURG,HELENE FREIFRAU VON HELDBURG,1839,1923,1839-1923,human,female,Germany,actor,1,4,tysk skuespillerinne.,,
peHel,,,,HELENE,,HELENE,,,,human,male,,,0,2,ikke identifisert. Husholderske for Ibsen i München.,,
pefrkHel,,,,frøken,HELFERICH,frøken HELFERICH,,,,human,female,,,0,1,ikke identifisert. Ibsen-familiens vertinne i Schellingstraße i München april 1877 - august 1878.,,
peHHel,,,,HELGA,HELGESEN,HELGA HELGESEN,1878,,1878-,human,male,Norway,,0,1,norsk hushjelp.,,
peAEH,,,,AUGUST [EMILIUS],HELLESEN,AUGUST [EMILIUS] HELLESEN,1836,,1836-,human,male,Norway,clerk,0,1,norsk kontorist.,,
peHMH,,,,HENRIK MIKAEL,HELLIESEN,HENRIK MIKAEL HELLIESEN,1856,1933,1856-1933,human,male,Norway,lawyer,1,0,norsk advokat.,,
peHelm,,,,SVENN HENRIK,HELMS,SVENN HENRIK HELMS,1814,1876,1814-1876,human,male,Germany,"translator, consul, consular secretary",0,3,tysk oversetter og konsulatsekretær.,,
peAFH,Q5800049,,,[FREDERIK] ALBERT,HELSENGREEN,[FREDERIK] ALBERT HELSENGREEN,1854,1943,1854-1943,human,male,Denmark,"actor, theatre director",0,1,dansk skuespiller og teaterdirektør.,,
peATHe,Q4830293,169149294150680521108,,AXEL [THEOPHILUS],HELSTED,AXEL [THEOPHILUS] HELSTED,1847,1907,1847-1907,human,male,Denmark,painter,0,1,dansk maler.,,
peHelt,Q11975037,225807050,pf01038027052109,HENRIK [ANTON SCHIØTT],HELTBERG,HENRIK [ANTON SCHIØTT] HELTBERG,1806,1873,1806-1873,human,male,Norway,headmaster,0,1,norsk skolestyrer.,,
peHFH,Q2645983,69734788,,[HANS] FRIEDRICH (etter 1864: FREDERIK),HELVEG,[HANS] FRIEDRICH (etter 1864: FREDERIK) HELVEG,1816,1901,1816-1901,human,male,Denmark,"author, vicar",0,2,dansk prest og forfatter.,,
peBH,Q4953599,60840283,,BETTY [MATHILDE],HENNINGS,BETTY [MATHILDE] HENNINGS,1850,1939,1850-1939,human,female,Denmark,actor,2,5,dansk skuespillerinne.,HENRIK [JACOB CHRISTIAN AMALIUS OTTO] HENNINGS,peHH
peHH,Q18225177,14724251,,HENRIK [JACOB CHRISTIAN AMALIUS OTTO],HENNINGS,HENRIK [JACOB CHRISTIAN AMALIUS OTTO] HENNINGS,1848,1923,1848-1923,human,male,Denmark,"composer, publisher, music publisher",1,2,dansk komponist og musikkforlegger.,BETTY [MATHILDE] HENNINGS,peBH
peCHe,,,,CARL [CHRISTIAN],HENRIKSEN,CARL [CHRISTIAN] HENRIKSEN,1847,1907,1847-1907,human,male,Denmark,"actor, theatre director",1,0,dansk skuespiller og teaterdirektør.,,
peAugH,,,,AUGUST,HERRAMB,AUGUST HERRAMB,,,,human,male,,,0,1,ikke identifisert.,,
pePaHe,Q2060149,66522692,,PAUL,HERRMANN,PAUL HERRMANN,1866,1930,1866-1930,human,male,Germany,"translator, literary historian, littérateur",0,5,tysk litteraturhistoriker og oversetter.,,
peHHer,Q728357,5739483,,HENRIK [HEYMAN],HERTZ,HENRIK [HEYMAN] HERTZ,1798,1870,1798-1870,human,male,Denmark,author,0,1,dansk forfatter.,,
peWH,Q91161,22950703,,WILHELM [CARL HEINRICH],HERTZ,WILHELM [CARL HEINRICH] HERTZ,1835,1902,1835-1902,human,male,Germany,"poet, literary historian, littérateur",1,0,tysk dikter og litteraturhistoriker.,,
peEHer,Q4177921,25361996,pf01037045165448,EBBE [CARSTEN HORNEMAN],HERTZBERG,EBBE [CARSTEN HORNEMAN] HERTZBERG,1847,1912,1847-1912,human,male,Norway,"politician, historian, economist, historian of law",0,1,"norsk rettshistoriker, sosialøkonom, arkivmann og politiker.",,
peNHer,Q3354569,39751717,pf01036392102642,NILS [CHRISTIAN EGEDE],HERTZBERG,NILS [CHRISTIAN EGEDE] HERTZBERG,1827,1911,1827-1911,human,male,Norway,"politician, teacher, theologian",0,2,"norsk teolog, skolemann og politiker.",,
peNOH,Q16030171,,,NILS OTTO,HESSELBERG,NILS OTTO HESSELBERG,1844,1929,1844-1929,human,male,Norway,civil servant,0,1,norsk embetsmann.,,
peTRH,,,,THOMAS [RIST],HESSELBERG,THOMAS [RIST] HESSELBERG,1826,1899,1826-1899,human,male,Norway,civil servant,1,0,norsk embetsmann.,,
peOHe,,,,OLE [THEOPHILUS],HESTENÆS,OLE [THEOPHILUS] HESTENÆS,1832,1882,1832-1882,human,male,Norway,actor,0,1,norsk skuespiller.,,
peBEH,,,,BERTRAND [EUGEN],HEYERDAHL,BERTRAND [EUGEN] HEYERDAHL,1851,1909,1851-1909,human,male,Norway,,0,1,norsk disponent.,,
peHeHe,Q5804569,,,[JOHAN] HENRY [VAN KERVEL],HEYERDAHL,[JOHAN] HENRY [VAN KERVEL] HEYERDAHL,1825,1903,1825-1903,human,male,Norway,"engineer, military officer, engineering officer",1,2,norsk ingeniøroffiser og fabrikkbestyrer.,,
peASchu,Q94752526,74612775,,ANNA,HEYSE,ANNA HEYSE,1850,1930,1850-1930,human,female,,married to,0,1,tysk forfatterhustru.,PAUL HEYSE,pePHey
pePHey,Q76487,50765,,PAUL,HEYSE,PAUL HEYSE,1830,1914,1830-1914,human,male,Germany,author,1,6,tysk forfatter.,,
peJaHi,Q4434902,35264710,,JACOB,HILDITCH,JACOB HILDITCH,1864,1930,1864-1930,human,male,Norway,author,0,1,norsk forfatter.,,
peEHi,Q3373437,,,[CARL WILHELM] EMIL,HILLBERG,[CARL WILHELM] EMIL HILLBERG,1852,1929,1852-1929,human,male,Sweden,actor,0,2,svensk skuespiller.,,
peHRHL,Q5806573,72202706,,HANS RUDOLF,HIORT-LORENZEN,HANS RUDOLF HIORT-LORENZEN,1832,1917,1832-1917,human,male,Denmark,"journalist, civil servant",0,1,"dansk embetsmann, journalist og genealog.",,
peCWH,Q12714045,,pd00000001015132,CHRISTIAN WORM [SOMMERSCHILD],HIRSCH,CHRISTIAN WORM [SOMMERSCHILD] HIRSCH,1831,1904,1831-1904,human,male,Norway,lawyer,0,1,norsk jurist og banksjef.,,
peGHi,Q108045,64378832,,GEORG,HIRSCHFELD,GEORG HIRSCHFELD,1873,1942,1873-1942,human,male,Germany,author,1,0,tysk forfatter.,,
peRH,Q11996977,118144898725950291128,pf01052721030828,RAGNVALD [AMANDUS PEDERSEN],HJERLOW,RAGNVALD [AMANDUS PEDERSEN] HJERLOW,1863,1947,1863-1947,human,male,Norway,painter,1,0,norsk maler.,,
peJHj,Q3143227,84502203,pf01036708058132,JOHAN,HJORT,JOHAN HJORT,1869,1948,1869-1948,human,male,Norway,marine biologist,1,0,norsk marinbiolog.,,
peJSAH,Q11978795,281029006,pf01052721138650,JOHAN [STORM AUBERT],HJORT,JOHAN [STORM AUBERT] HJORT,1835,1905,1835-1905,human,male,Norway,doctor,1,0,norsk lege og medisinsk forsker.,,
pePHj,Q1960775,25365771,,PEDER,HJORT,PEDER HJORT,1793,1871,1793-1871,human,male,Denmark,"pedagog, critic",0,1,dansk kritiker og pedagog.,,
peCFH,Q16649394,47824406,,CARL [FREDRIK LOTHARIUS],HOCHSCHILD,CARL [FREDRIK LOTHARIUS] HOCHSCHILD,1831,1898,1831-1898,human,male,Sweden,"diplomat, politician",1,1,svensk diplomat og politiker.,,
peKHo,Q59588821,,,KLAUS [NORD],HOEL,KLAUS [NORD] HOEL,1865,1923,1865-1923,human,male,Norway,civil servant,1,1,norsk embetsmann.,,
peAH,,,,ADOLPHE,HOFFMANN,ADOLPHE HOFFMANN,,,,human,male,,collector of autographs,1,0,"belgisk autografsamler, Antwerpen (Anker 2, 129).",,
peJHof,Q11978864,4440153063195819320006,,[HEINRICH BERNHARD MARTIN] JOHANNES,HOFFMANN,[HEINRICH BERNHARD MARTIN] JOHANNES HOFFMANN,1844,1920,1844-1920,human,male,Denmark,sculptor,0,1,dansk billedhugger.,,
peTSHH,,,,THOMAS [SEVERIN HEIBERG],HOFFMANN,THOMAS [SEVERIN HEIBERG] HOFFMANN,1811,1862,1811-1862,human,male,Norway,doctor,0,1,norsk lege.,,
peJHo,Q6309856,74616517,,[JOHAN PETER] JULIUS,HOFFORY,[JOHAN PETER] JULIUS HOFFORY,1855,1897,1855-1897,human,male,Denmark,translator,15,16,dansk fonetiker og oversetter.,,
peHHo,,,,HENRIETTE,HOFGAARD,HENRIETTE HOFGAARD,1823,1895,1823-1895,human,female,Norway,boarding house inkeeper,1,1,norsk pensjonatvertinne.,,
peSWH,Q12000545,280987205,,SIMON [WRIGHT],HOFGAARD,SIMON [WRIGHT] HOFGAARD,1843,1908,1843-1908,human,male,Norway,teacher,1,0,norsk skolemann.,,
pePH,Q55911901,116774570,,PAUL,HOHLFELD,PAUL HOHLFELD,1840,1910,1840-1910,human,male,Germany,teacher,0,1,"tysk skolemann (Zimmermann & Zschalig 1913, 68).",,
peLHol,,,,LORENTZ,HOLAN,LORENTZ HOLAN,1841,1890,1841-1890,human,male,Norway,headmaster,0,1,norsk skolestyrer.,,
peLuH,Q216692,66468731,,LUDVIG,HOLBERG,LUDVIG HOLBERG,1684,1754,1684-1754,human,male,"Norway, Denmark",author,0,5,norsk-dansk forfatter.,,
peEHol,,,,ELISE (Elisabeth Wilhelmine),HOLCK,ELISE (Elisabeth Wilhelmine) HOLCK,1822,1882,1822-1882,human,female,Norway,merchant,1,1,norsk kjøpmannsdatter.,,
peMKH,,,,MARTIN KIRKGAARD,HOLFELDT,MARTIN KIRKGAARD HOLFELDT,1831,1886,1831-1886,human,male,Norway,teacher,0,4,norsk skolemann.,,
peHELH,Q5810383,,,HARALD [EMIL LARSENIUS],HOLM,HARALD [EMIL LARSENIUS] HOLM,1848,1903,1848-1903,human,male,Denmark,politician,0,1,dansk politiker.,,
peOAH,Q20669383,223362682,pf01036476001308,OLAF [ANDREAS],HOLM,OLAF [ANDREAS] HOLM,1845,1933,1845-1933,human,male,Norway,vicar,1,0,norsk prest.,,
peHHolm,Q3353444,229255483,pf01058493000073,HANS,HOLMBOE,HANS HOLMBOE,1798,1868,1798-1868,human,male,Norway,"politician, teacher",0,1,norsk skolemann og politiker.,,
peJHH,,,,JOHAN,HOLM-HANSEN,JOHAN HOLM-HANSEN,1841,1920,1841-1920,human,male,Denmark,actor,0,1,dansk skuespiller.,,
peCHo,Q5811061,16973027,pf01053257005603,CHRISTIAN,HOLST,CHRISTIAN HOLST,1809,1890,1809-1890,human,male,Norway,civil servant,7,0,norsk embetsmann.,,
peEHo,Q3354825,8153224,pf01036373006251,ELLING [BOLT],HOLST,ELLING [BOLT] HOLST,1849,1915,1849-1915,human,male,,"author, mathematician",1,2,Norsk matematiker og barnebokforfatter.,,
peHHol,,,,HARALD,HOLST,HARALD HOLST,1817,1882,1817-1882,human,male,Norway,civil servant,4,1,norsk embetsmann.,,
peJaHo,,,,JACOB,HOLST,JACOB HOLST,1820,1912,1820-1912,human,male,Norway,"merchant, ship-owner",0,1,norsk kjøpmann og skipsreder.,,
